id;identifier;dataset_identifier;ZorDepthTop;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Notes_simpl_2;RADIO_CalibC14_from_yrmax_2;RADIO_CalibC14_from_yrmin_2;RADIO_C14_BeyondCalibration;RADIO_C14_BeyondCalibration_From;RADIO_C14_BeyondCalibration_To;RADIO_Method;RADIO_AAR_;RADIO_ESR_;RADIO_TL_;RADIO_TL_from;RADIO_TL_to;RADIO_U-Series_from;RADIO_U234/U238_;RADIO_UnknownRadio_.x;RADIO_UnknownRadio_from;RADIO_UnknownRadio_to;RADIO_AAR__2;RADIO_ESR__2;RADIO_TL__2;RADIO_TL_from_2;RADIO_TL_to_2;RADIO_UnknownRadio_.y;RADIO_AAR__3;RADIO_TL__3;RADIO_AAR__4;RADIO_AAR__5;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP__3;PER_EndBP__3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorOrPlusError;AgeErrorMinus;Chosen_C14_AgeDepthModel;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
890;Conty|COUN000546|P2;Conty|COUN000546;;;;;;;;14578;13809;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13809;;;;;;10000;13500;;13809;1;;;;;;;;;;;;;;;;;13809
891;Conty|COUN000546|P3;Conty|COUN000546;;;;;;;;14578;13809;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13809;;;;;;10000;13500;;13809;1;;;;;;;;;;;;;;;;;13809
892;Conty|COUN000546|P4;Conty|COUN000546;;;;;;14936;13932;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;14936;;;;;10000;13500;14936;10000;1;;;;;;;;;;;;;;;;14936;10000
893;Conty|COUN000546|P5;Conty|COUN000546;;;;14936;13932;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13932;14936;;;;;10000;13500;14936;13932;1;;;;;;;;;;;;;;;;14936;13932
894;Conty|COUN000546|P8;Conty|COUN000546;;;;;;;;12810;12573;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12573;;;;;;10000;13500;13500;12573;1;;;;;;;;;;;;;;;;13500;12573
895;Conty|COUN000546|T1;Conty|COUN000546;;;;;;13952;13551;13128;12793;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12793;13952;;;;;10000;13500;13952;12793;1;;;;;;;;;;;;;;;;13952;12793
896;Conty|COUN000546|T2;Conty|COUN000546;;;;;;13128;12793;13086;12764;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12764;13128;;;;;10000;13500;13128;12764;1;;;;;;;;;;;;;;;;13128;12764
897;Copenhagen|COUN001630|BugsPresence;Copenhagen|COUN001630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;243000;;;191000;;;;;;;;;;;;;1;;;;;;;191000;243000;243000;191000;;;;1;;;;;;;;;;;;;243000;191000
898;Corlea|COUN000489|C10;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
899;Corlea|COUN000489|C1a;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
900;Corlea|COUN000489|C1b;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
901;Corlea|COUN000489|C1i;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5529;;;Unknown;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;5529;5529;3649;6449;5529;5529;;;1;;;;;;;;;;;;;;5529;5529
902;Corlea|COUN000489|C1ii;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
903;Corlea|COUN000489|C2a;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
904;Corlea|COUN000489|C2b;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
905;Corlea|COUN000489|C3;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
906;Corlea|COUN000489|C4;Corlea|COUN000489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
907;Corstorphine|COUN000084|S1;Corstorphine|COUN000084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
908;Croft|COUN000708|S20;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
909;Croft|COUN000708|S22;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
910;Croft|COUN000708|S25;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
911;Croft|COUN000708|S27;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
912;Croft|COUN000708|S40;Croft|COUN000708;;;;5710;4883;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;4883;5710;;;;;0;5000;5710;4883;1;;;;;;;;;;;;;;;;5710;4883
913;Croft|COUN000708|S41;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
914;Croft|COUN000708|S42;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
915;Croft|COUN000708|S43;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
916;Croft|COUN000708|S44;Croft|COUN000708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;;;;;;;0;5000;5000;0;;;;1;;;;;;;;;;;;;5000;0
917;Croft|COUN000708|S5;Croft|COUN000708;;;;12389;11410;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;11410;12389;;;;;10000;13500;12389;11410;1;;;;;;;;;;;;;;;;12389;11410
918;Croftamie|COUN000853|S1;Croftamie|COUN000853;;;;12737;12002;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;11500;;;10000;;;;;;;;;;;;;1;12002;12737;;;;;10000;11500;12737;12002;1;;;;;;;;;;;;;;;;12737;12002
919;Crossbrae Farm, Burn of Burnside|COUN000483|A_bulk;Crossbrae Farm, Burn of Burnside|COUN000483;;;;;;;;49379;45760;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;122000;;;10000;;;Largely by correlation of pollen assemblages;96000;;;87000;;;;;;1;45760;;;;;;10000;122000;122000;45760;1;;;;;;1;;;;;;;;;;122000;45760
920;Crossbrae Farm, Burn of Burnside|COUN000483|B1;Crossbrae Farm, Burn of Burnside|COUN000483;220;230;;;;;;49379;45760;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;122000;;;10000;;;Largely by correlation of pollen assemblages;96000;;;87000;;;;;;1;45760;;;;;;10000;122000;122000;45760;1;;;;;;1;;;;;;;;;;122000;45760
921;Crossbrae Farm, Burn of Burnside|COUN000483|B2;Crossbrae Farm, Burn of Burnside|COUN000483;200;210;;;;;;49379;45760;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;122000;;;10000;;;Largely by correlation of pollen assemblages;96000;;;87000;;;;;;1;45760;;;;;;10000;122000;122000;45760;1;;;;;;1;;;;;;;;;;122000;45760
922;Crossbrae Farm, Burn of Burnside|COUN000483|B3;Crossbrae Farm, Burn of Burnside|COUN000483;173;183;;;;;;49379;45760;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;122000;;;10000;;;Largely by correlation of pollen assemblages;96000;;;87000;;;;;;1;45760;;;;;;10000;122000;122000;45760;1;;;;;;1;;;;;;;;;;122000;45760
923;Croydon|COUN000089|Site 1;Croydon|COUN000089;;;;12158;11265;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;11265;12158;;;;;10000;13500;12158;11265;1;;;;;;;;;;;;;;;;12158;11265
924;Croydon|COUN000089|Site 2;Croydon|COUN000089;;;;12158;11265;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;11265;12158;;;;;10000;13500;12158;11265;1;;;;;;;;;;;;;;;;12158;11265
925;Cusna|COUN001553|BugsPresence;Cus|COUN001553;;;;645;528;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;5000;;;0;;;;;;;;;;;;;1;528;645;;;;;0;5000;645;528;1;;;;;;;;;;;;;;;;645;528
926;Dagenham: Hornchurch Marshes Site 2|COUN001346|S1;Dagenham: Hornchurch Marshes Site 2|COUN001346;-338;-348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;6260;5910;Wiggle;;;;1;;10000;;;0;;;;;;;;;;;;;1;;;;;5910;6260;0;10000;6260;5910;;;1;;;;;;;;;;;;;;6260;5910
927;Dagenham: Hornchurch Marshes Site 2|COUN001346|S10;Dagenham: Hornchurch Marshes Site 2|COUN001346;-218;-228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5590;4980;Wiggle;;;;1;;10000;;;0;;;;;;;;;;;;;1;;;;;4980;5590;0;10000;5590;4980;;;1;;;;;;;;;;;;;;5590;4980
928;Dagenham: Hornchurch Marshes Site 2|COUN001346|S11;Dagenham: Hornchurch Marshes Site 2|COUN001346;-188;-198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;4140;3690;Wiggle;;;;1;;10000;;;0;;;;;;;;;;;;;1;;;;;3690;4140;0;10000;4140;3690;;;1;;;;;;;;;;;;;;4140;3690
929;Dagenham: Hornchurch Marshes Site 2|COUN001346|S12;Dagenham: Hornchurch Marshes Site 2|COUN001346;-168;-178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
930;Dagenham: Hornchurch Marshes Site 2|COUN001346|S13;Dagenham: Hornchurch Marshes Site 2|COUN001346;-148;-158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
931;Dagenham: Hornchurch Marshes Site 2|COUN001346|S2;Dagenham: Hornchurch Marshes Site 2|COUN001346;-328;-338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
932;Dagenham: Hornchurch Marshes Site 2|COUN001346|S3;Dagenham: Hornchurch Marshes Site 2|COUN001346;-318;-328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
933;Dagenham: Hornchurch Marshes Site 2|COUN001346|S4;Dagenham: Hornchurch Marshes Site 2|COUN001346;-308;-318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
934;Dagenham: Hornchurch Marshes Site 2|COUN001346|S5;Dagenham: Hornchurch Marshes Site 2|COUN001346;-288;-298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
935;Dagenham: Hornchurch Marshes Site 2|COUN001346|S6;Dagenham: Hornchurch Marshes Site 2|COUN001346;-268;-278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5750;5330;Wiggle;;;;1;;10000;;;0;;;;;;;;;;;;;1;;;;;5330;5750;0;10000;5750;5330;;;1;;;;;;;;;;;;;;5750;5330
936;Dagenham: Hornchurch Marshes Site 2|COUN001346|S7;Dagenham: Hornchurch Marshes Site 2|COUN001346;-258;-268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
937;Dagenham: Hornchurch Marshes Site 2|COUN001346|S8;Dagenham: Hornchurch Marshes Site 2|COUN001346;-248;-258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
938;Dagenham: Hornchurch Marshes Site 2|COUN001346|S9;Dagenham: Hornchurch Marshes Site 2|COUN001346;-228;-238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5280;4840;Wiggle;;;;1;;10000;;;0;;;;;;;;;;;;;1;;;;;4840;5280;0;10000;5280;4840;;;1;;;;;;;;;;;;;;5280;4840
939;Dagenham: Hornchurch Marshes|COUN000938|E;Dagenham: Hornchurch Marshes|COUN000938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;5449;;;4049;;;;;;;;;;;;;1;;;;;;;4049;5449;5449;4049;;;;1;;;;;;;;;;;;;5449;4049
940;Dagenham: Hornchurch Marshes|COUN000938|N;Dagenham: Hornchurch Marshes|COUN000938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;;6449;3649
941;Dale Bottom: Birkwoods|COUN001085|BugsPresence;Dale Bottom: Birkwoods|COUN001085;;;;;;;;3847;3594;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;3594;;;;;;7000;10000;10000;3594;1;;;;;;;;;;;;;;;;10000;3594
942;Daugaard Jensen Land|COUN000730|BugsPresence;Daugaard Jensen Land|COUN000730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;2580000;;;11500;;;;;;;;;;;;;1;;;;;;;11500;2580000;2580000;11500;;;;1;;;;;;;;;;;;;2580000;11500
943;Davenham: Church Moss|COUN000075|DVJB1;Davenham: Church Moss|COUN000075;290;;;14978;14223;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;14223;14978;;;;;10000;13500;14978;14223;1;;;;;;;;;;;;;;;;14978;14223
944;Davenham: Church Moss|COUN000075|DVJB2;Davenham: Church Moss|COUN000075;290;255;;11065;10506;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;10506;11065;;;;;10000;13500;11065;10506;1;;;;;;;;;;;;;;;;11065;10506
945;Davenham: Church Moss|COUN000075|DVJB3;Davenham: Church Moss|COUN000075;255;230;;12223;11501;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;11501;12223;;;;;10000;13500;12223;11501;1;;;;;;;;;;;;;;;;12223;11501
946;Davenham: Church Moss|COUN000075|DVJB4;Davenham: Church Moss|COUN000075;230;200;;11760;11100;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;11100;11760;;;;;10000;13500;11760;11100;1;;;;;;;;;;;;;;;;11760;11100
947;Davenham: Church Moss|COUN000075|DVJB5;Davenham: Church Moss|COUN000075;200;160;;10752;10427;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;10427;10752;;;;;10000;13500;10752;10427;1;;;;;;;;;;;;;;;;10752;10427
948;Davenham: Church Moss|COUN000075|DVJB6;Davenham: Church Moss|COUN000075;;;;10245;9931;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;9931;10245;;;;;10000;13500;10245;9931;1;;;;;;;;;;;;;;;;10245;9931
949;Davenham: Church Moss|COUN000075|DVJB7;Davenham: Church Moss|COUN000075;;;;9727;8594;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;8594;9727;;;;;10000;13500;9727;8594;1;;;;;;;;;;;;;;;;9727;8594
950;Davenham: Church Moss|COUN000075|DVJB8;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
951;Davenham: Church Moss|COUN000075|E1;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
952;Davenham: Church Moss|COUN000075|E2;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
953;Davenham: Church Moss|COUN000075|E3;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
954;Davenham: Church Moss|COUN000075|E5;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
955;Davenham: Church Moss|COUN000075|FW;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;13500;;;10000;;;;;;1;;;;;;;7000;13500;13500;7000;;;;1;;;;;;;;;;;;;13500;7000
956;Davenham: Church Moss|COUN000075|s15_9;Davenham: Church Moss|COUN000075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
957;Deeping St James: mid-Devensian|COUN001403|DSJ-33;Deeping St James: mid-Devensian|COUN001403;;;;46389;38835;;;;;;;;;;;CalibC14;;;765600;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;122000;;;29000;;;;;;;;;;;;;1;38835;46389;765600;765600;;;29000;122000;46389;38835;1;;;;;;1;;;;;;;;;;46389;38835
958;Deeping St James: mid-Devensian|COUN001403|DSJ-34;Deeping St James: mid-Devensian|COUN001403;;;;46389;38835;;;;;;;;;;;CalibC14;;;765600;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;122000;;;29000;;;;;;;;;;;;;1;38835;46389;765600;765600;;;29000;122000;46389;38835;1;;;;;;1;;;;;;;;;;46389;38835
959;Deeping St. James: Interglacial|COUN000091|Bulk;Deeping St. James: Interglacial|COUN000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
960;Deeping St. James: Interglacial|COUN000091|S0-15;Deeping St. James: Interglacial|COUN000091;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
961;Deeping St. James: Interglacial|COUN000091|S15-30;Deeping St. James: Interglacial|COUN000091;30;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
962;Deeping St. James: Interglacial|COUN000091|S30-45;Deeping St. James: Interglacial|COUN000091;45;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
963;Deeping St. James: Interglacial|COUN000091|S45-top;Deeping St. James: Interglacial|COUN000091;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
964;Deeping St. James: Interglacial|COUN000091|Site J;Deeping St. James: Interglacial|COUN000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0; ;132000;;;109000;;;;;;;;;;;;;1;;;;;;;109000;132000;132000;109000;;;;1;;;;;;;;;;;;;132000;109000
965;Deptford: Old Seager Distillery|COUN001459|C300;Deptford: Old Seager Distillery|COUN001459;;;;1703;927;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;927;1703;;;;;0;10000;1703;927;1;;;;;;;;;;;;;;;;1703;927
966;Deptford: Old Seager Distillery|COUN001459|C301;Deptford: Old Seager Distillery|COUN001459;;;;6790;5331;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;5331;6790;;;;;0;10000;6790;5331;1;;;;;;;;;;;;;;;;6790;5331
967;Deptford: Old Seager Distillery|COUN001459|C302;Deptford: Old Seager Distillery|COUN001459;;;;1819;1575;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;1575;1819;;;;;0;10000;1819;1575;1;;;;;;;;;;;;;;;;1819;1575
968;Deptford: Old Seager Distillery|COUN001459|C304;Deptford: Old Seager Distillery|COUN001459;;;;6941;6506;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;6506;6941;;;;;0;10000;6941;6506;1;;;;;;;;;;;;;;;;6941;6506
969;Deptford: Old Seager Distillery|COUN001459|C308;Deptford: Old Seager Distillery|COUN001459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
970;Deptford: Old Seager Distillery|COUN001459|C318;Deptford: Old Seager Distillery|COUN001459;;;;1967;1738;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;1738;1967;;;;;0;10000;1967;1738;1;;;;;;;;;;;;;;;;1967;1738
