id;identifier;dataset_identifier;ZorDepthTop;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Notes_simpl_2;RADIO_CalibC14_from_yrmax_2;RADIO_CalibC14_from_yrmin_2;RADIO_C14_BeyondCalibration;RADIO_C14_BeyondCalibration_From;RADIO_C14_BeyondCalibration_To;RADIO_Method;RADIO_AAR_;RADIO_ESR_;RADIO_TL_;RADIO_TL_from;RADIO_TL_to;RADIO_U-Series_from;RADIO_U234/U238_;RADIO_UnknownRadio_.x;RADIO_UnknownRadio_from;RADIO_UnknownRadio_to;RADIO_AAR__2;RADIO_ESR__2;RADIO_TL__2;RADIO_TL_from_2;RADIO_TL_to_2;RADIO_UnknownRadio_.y;RADIO_AAR__3;RADIO_TL__3;RADIO_AAR__4;RADIO_AAR__5;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP__3;PER_EndBP__3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorOrPlusError;AgeErrorMinus;Chosen_C14_AgeDepthModel;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
1711;Horton Kirby, South Darenth|COUN001458|S4;Horton Kirby, South Darenth|COUN001458;1845;1850;;7273;7027;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;7027;7273;;;;;0;10000;7273;7027;1;;;;;;;;;;;;;;;;7273;7027
1712;Horton Kirby, South Darenth|COUN001458|S5;Horton Kirby, South Darenth|COUN001458;1850;1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1713;Horton Kirby, South Darenth|COUN001458|S6;Horton Kirby, South Darenth|COUN001458;1855;1860;;7273;7027;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;7027;7273;;;;;0;10000;7273;7027;1;;;;;;;;;;;;;;;;7273;7027
1714;Horton Kirby, South Darenth|COUN001458|S7;Horton Kirby, South Darenth|COUN001458;1860;1865;;7263;7021;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;7021;7263;;;;;0;10000;7263;7021;1;;;;;;;;;;;;;;;;7263;7021
1715;Horton Kirby, South Darenth|COUN001458|S8;Horton Kirby, South Darenth|COUN001458;1870;1875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1716;Horton Kirby, South Darenth|COUN001458|S9;Horton Kirby, South Darenth|COUN001458;1880;1885;;7293;7168;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;7168;7293;;;;;0;10000;7293;7168;1;;;;;;;;;;;;;;;;7293;7168
1717;Hospital Farm|COUN000590|BugsPresence;Hospital Farm|COUN000590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;9,00E+05;;;4,00E+05;;;;;;;;;;;;;1;;;;;;;4,00E+05;9,00E+05;9,00E+05;4,00E+05;;;;1;;;;;;;;;;;;;9,00E+05;4,00E+05
1718;Houdancourt|COUN000548|s2;Houdancourt|COUN000548;;;;13305;12935;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12935;13305;;;;;10000;13500;13305;12935;1;;;;;;;;;;;;;;;;13305;12935
1719;Houdancourt|COUN000548|s3;Houdancourt|COUN000548;;;;13716;13263;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13263;13716;;;;;10000;13500;13716;13263;1;;;;;;;;;;;;;;;;13716;13263
1720;Houdancourt|COUN000548|s4;Houdancourt|COUN000548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1721;Houdancourt|COUN000548|s5;Houdancourt|COUN000548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1722;Houdancourt|COUN000548|s6;Houdancourt|COUN000548;;;;14197;13615;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13615;14197;;;;;10000;13500;14197;13615;1;;;;;;;;;;;;;;;;14197;13615
1723;Houdancourt|COUN000548|s7;Houdancourt|COUN000548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1724;Houdancourt|COUN000548|s8;Houdancourt|COUN000548;;;;;;15177;14250;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;15177;;;;;10000;13500;15177;10000;1;;;;;;;;;;;;;;;;15177;10000
1725;Hoxne|COUN000852|S1;Hoxne|COUN000852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;424000;;;374000;;;;;;;;;;;;;1;;;;;;;374000;424000;424000;374000;;;;1;;;;;;;;;;;;;424000;374000
1726;Hoxne|COUN001153|S1;Hoxne|COUN001153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1727;Hoxne|COUN001154|Not_located;Hoxne|COUN001154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1728;Hoxne|COUN001154|S1;Hoxne|COUN001154;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1729;Hoxne|COUN001154|S2;Hoxne|COUN001154;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1730;Hoxne|COUN001154|S3;Hoxne|COUN001154;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1731;Hoxne|COUN001154|S4;Hoxne|COUN001154;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1732;Hoxne|COUN001154|S5;Hoxne|COUN001154;20;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1733;Hoxne|COUN001154|S6;Hoxne|COUN001154;25;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1734;Hoxne|COUN001154|S7;Hoxne|COUN001154;30;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1735;Huleh Lake|COUN000990|S1;Huleh Lake|COUN000990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;750;550;GeolCal;;;;1;;5000;;;0;;;;;;;;;;;;;1;;;;;550;750;0;5000;750;550;;;1;;;;;;;;;;;;;;750;550
1736;Hull: Sewer Lane|COUN000625|BugsPresence;Hull: Sewer Lane|COUN000625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;;1550;400
1737;Hverhvoll|COUN000163|S1;Hverhvoll|COUN000163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;;10000;7000
1738;Hykeham|COUN001451|e;Hykeham|COUN001451;;;;;;;;;;;;;;;45450;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;191000;;;130000;;;;;;;;;;;;;1;;;;;;;130000;191000;191000;130000;;;;1;;;;;;;;;;;;;191000;130000
1739;Hykeham|COUN001452|f;Hykeham|COUN001452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1740;Hylteberga|COUN001280|S1;Hylteberga|COUN001280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1741;Hylteberga|COUN001280|S2;Hylteberga|COUN001280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1742;Hylteberga|COUN001280|S3;Hylteberga|COUN001280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;;;;;;;0;10000;10000;0;;;;1;;;;;;;;;;;;;10000;0
1743;Håkulls Mosse, Kullaberg|COUN000144|B8:6/1;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1744;Håkulls Mosse, Kullaberg|COUN000144|B8:6/10;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1745;Håkulls Mosse, Kullaberg|COUN000144|B8:6/11;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1746;Håkulls Mosse, Kullaberg|COUN000144|B8:6/12;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1747;Håkulls Mosse, Kullaberg|COUN000144|B8:6/13;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1748;Håkulls Mosse, Kullaberg|COUN000144|B8:6/14;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1749;Håkulls Mosse, Kullaberg|COUN000144|B8:6/15;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1750;Håkulls Mosse, Kullaberg|COUN000144|B8:6/16;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1751;Håkulls Mosse, Kullaberg|COUN000144|B8:6/17;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1752;Håkulls Mosse, Kullaberg|COUN000144|B8:6/18;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1753;Håkulls Mosse, Kullaberg|COUN000144|B8:6/19;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1754;Håkulls Mosse, Kullaberg|COUN000144|B8:6/2;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1755;Håkulls Mosse, Kullaberg|COUN000144|B8:6/20;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1756;Håkulls Mosse, Kullaberg|COUN000144|B8:6/3;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1757;Håkulls Mosse, Kullaberg|COUN000144|B8:6/4;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1758;Håkulls Mosse, Kullaberg|COUN000144|B8:6/5;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1759;Håkulls Mosse, Kullaberg|COUN000144|B8:6/6;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1760;Håkulls Mosse, Kullaberg|COUN000144|B8:6/7;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1761;Håkulls Mosse, Kullaberg|COUN000144|B8:6/8;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1762;Håkulls Mosse, Kullaberg|COUN000144|B8:6/9;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1763;Håkulls Mosse, Kullaberg|COUN000144|B8:7/1;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1764;Håkulls Mosse, Kullaberg|COUN000144|B8:7/10;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1765;Håkulls Mosse, Kullaberg|COUN000144|B8:7/11;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1766;Håkulls Mosse, Kullaberg|COUN000144|B8:7/12;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1767;Håkulls Mosse, Kullaberg|COUN000144|B8:7/13;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1768;Håkulls Mosse, Kullaberg|COUN000144|B8:7/14;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1769;Håkulls Mosse, Kullaberg|COUN000144|B8:7/15;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1770;Håkulls Mosse, Kullaberg|COUN000144|B8:7/16;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1771;Håkulls Mosse, Kullaberg|COUN000144|B8:7/17;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1772;Håkulls Mosse, Kullaberg|COUN000144|B8:7/2;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1773;Håkulls Mosse, Kullaberg|COUN000144|B8:7/3;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1774;Håkulls Mosse, Kullaberg|COUN000144|B8:7/4;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1775;Håkulls Mosse, Kullaberg|COUN000144|B8:7/5;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1776;Håkulls Mosse, Kullaberg|COUN000144|B8:7/6;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1777;Håkulls Mosse, Kullaberg|COUN000144|B8:7/7;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1778;Håkulls Mosse, Kullaberg|COUN000144|B8:7/8;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1779;Håkulls Mosse, Kullaberg|COUN000144|B8:7/9;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1780;Håkulls Mosse, Kullaberg|COUN000144|X4/1;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1781;Håkulls Mosse, Kullaberg|COUN000144|X4/10;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1782;Håkulls Mosse, Kullaberg|COUN000144|X4/11;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1783;Håkulls Mosse, Kullaberg|COUN000144|X4/12;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1784;Håkulls Mosse, Kullaberg|COUN000144|X4/13;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1785;Håkulls Mosse, Kullaberg|COUN000144|X4/14;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1786;Håkulls Mosse, Kullaberg|COUN000144|X4/15;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1787;Håkulls Mosse, Kullaberg|COUN000144|X4/16;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1788;Håkulls Mosse, Kullaberg|COUN000144|X4/17;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1789;Håkulls Mosse, Kullaberg|COUN000144|X4/18;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1790;Håkulls Mosse, Kullaberg|COUN000144|X4/19;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
1791;Håkulls Mosse, Kullaberg|COUN000144|X4/2;Håkulls Mosse, Kullaberg|COUN000144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
